_id,genre,id_artist,name,publicationDate,title,urlAlbum,id_album_deezer,deezerFans,language
ObjectId(5714debb25ac0d8aee34fbf9),Easy Listening,ObjectId(56d7f7cb53a7ddfc01f8ffc8),Andy Williams,1993,Songs Of Faith,http://lyrics.wikia.com/Andy_Williams:Songs_Of_Faith_%281993%29,7095529.0,1,eng
ObjectId(5714debb25ac0d8aee34fbfd),Easy Listening,ObjectId(56d7f7cb53a7ddfc01f8ffc8),Andy Williams,1999,The Very Best Of Andy Williams,http://lyrics.wikia.com/Andy_Williams:The_Very_Best_Of_Andy_Williams_%281999%29,231384.0,19,eng
ObjectId(5714debb25ac0d8aee34fbfe),Easy Listening,ObjectId(56d7f7cb53a7ddfc01f8ffc8),Andy Williams,2000,16 Biggest Hits,http://lyrics.wikia.com/Andy_Williams:16_Biggest_Hits_%282000%29,97537.0,117,eng
ObjectId(5714debb25ac0d8aee34fc00),Easy Listening,ObjectId(56d7f7cb53a7ddfc01f8ffc8),Andy Williams,2001,Super Hits,http://lyrics.wikia.com/Andy_Williams:Super_Hits_%282001%29,97718.0,57,eng
ObjectId(5714debb25ac0d8aee34fce5),Freestyle,ObjectId(56d7f81e53a7ddfc01f90034),Angelina,1999,Ven A Mi (Come To Me),http://lyrics.wikia.com/Angelina:Ven_A_Mi_%28Come_To_Me%29_%281999%29,1915201.0,0,eng
ObjectId(5714debb25ac0d8aee34fce6),Freestyle,ObjectId(56d7f81e53a7ddfc01f90034),Angelina,2003,Love Ain't Here No More,http://lyrics.wikia.com/Angelina:Love_Ain%27t_Here_No_More_%282003%29,1915251.0,0,eng
ObjectId(5714debb25ac0d8aee34ff6f),Classical,ObjectId(56d7f8ac53a7ddfc01f90137),Anna Katharina,2009,Saitensprung,http://lyrics.wikia.com/Anna_Katharina:Saitensprung_%282009%29,730012.0,8,deu
ObjectId(5714debb25ac0d8aee34fff0),New Wave,ObjectId(56d7f8e253a7ddfc01f90166),Anne Clark,1982,The Sitting Room,http://lyrics.wikia.com/Anne_Clark:The_Sitting_Room_%281982%29,321560.0,537,eng
ObjectId(5714debb25ac0d8aee34fff1),New Wave,ObjectId(56d7f8e253a7ddfc01f90166),Anne Clark,1983,Changing Places,http://lyrics.wikia.com/Anne_Clark:Changing_Places_%281983%29,321558.0,557,eng
ObjectId(5714debb25ac0d8aee34fff2),New Wave,ObjectId(56d7f8e253a7ddfc01f90166),Anne Clark,1984,Joined Up Writing,http://lyrics.wikia.com/Anne_Clark:Joined_Up_Writing_%281984%29,321560.0,537,eng
ObjectId(5714debb25ac0d8aee34fff3),New Wave,ObjectId(56d7f8e253a7ddfc01f90166),Anne Clark,1985,Pressure Points,http://lyrics.wikia.com/Anne_Clark:Pressure_Points_%281985%29,321559.0,435,eng
ObjectId(5714debb25ac0d8aee34fff4),New Wave,ObjectId(56d7f8e253a7ddfc01f90166),Anne Clark,1987,Hopeless Cases,http://lyrics.wikia.com/Anne_Clark:Hopeless_Cases_%281987%29,321557.0,701,eng
ObjectId(5714debb25ac0d8aee34fff5),New Wave,ObjectId(56d7f8e253a7ddfc01f90166),Anne Clark,1991,Unstill Life,http://lyrics.wikia.com/Anne_Clark:Unstill_Life_%281991%29,376296.0,114,eng
ObjectId(5714debb25ac0d8aee34fff6),New Wave,ObjectId(56d7f8e253a7ddfc01f90166),Anne Clark,1993,The Law Is An Anagram Of Wealth,http://lyrics.wikia.com/Anne_Clark:The_Law_Is_An_Anagram_Of_Wealth_%281993%29,376287.0,126,eng
ObjectId(5714debb25ac0d8aee34fff7),New Wave,ObjectId(56d7f8e253a7ddfc01f90166),Anne Clark,1994,"Psychometry: Live At The Passionskirche, Berlin",http://lyrics.wikia.com/Anne_Clark:Psychometry:_Live_At_The_Passionskirche%2C_Berlin_%281994%29,376285.0,273,eng
ObjectId(5714debb25ac0d8aee34fff8),New Wave,ObjectId(56d7f8e253a7ddfc01f90166),Anne Clark,1995,To Love And Be Loved,http://lyrics.wikia.com/Anne_Clark:To_Love_And_Be_Loved_%281995%29,376292.0,140,eng
ObjectId(5714debb25ac0d8aee34fff9),New Wave,ObjectId(56d7f8e253a7ddfc01f90166),Anne Clark,1998,Just After Sunset: The Poetry Of Rainer Maria Rilke,http://lyrics.wikia.com/Anne_Clark:Just_After_Sunset:_The_Poetry_Of_Rainer_Maria_Rilke_%281998%29,375703.0,102,eng
ObjectId(5714debb25ac0d8aee34fffa),New Wave,ObjectId(56d7f8e253a7ddfc01f90166),Anne Clark,2003,From The Heart - Live In Bratislava,http://lyrics.wikia.com/Anne_Clark:From_The_Heart_-_Live_In_Bratislava_%282003%29,375703.0,102,eng
ObjectId(5714debb25ac0d8aee34fffb),New Wave,ObjectId(56d7f8e253a7ddfc01f90166),Anne Clark,2008,The Smallest Acts Of Kindness,http://lyrics.wikia.com/Anne_Clark:The_Smallest_Acts_Of_Kindness_%282008%29,6381042.0,198,eng
ObjectId(5714debb25ac0d8aee35008f),Country,ObjectId(56d7f8fe53a7ddfc01f90187),Anne Murray,2001,What A Wonderful Christmas,http://lyrics.wikia.com/Anne_Murray:What_A_Wonderful_Christmas_%282001%29,321606.0,80,eng
ObjectId(5714debb25ac0d8aee3500bd),Electronic,ObjectId(56d7f90753a7ddfc01f9019d),Annie,2004,Anniemal,http://lyrics.wikia.com/Annie:Anniemal_%282004%29,87877.0,412,eng
ObjectId(5714debb25ac0d8aee3500be),Electronic,ObjectId(56d7f90753a7ddfc01f9019d),Annie,2005,DJ-Kicks,http://lyrics.wikia.com/Annie:DJ-Kicks_%282005%29,101767.0,434,eng
ObjectId(5714debb25ac0d8aee3500bf),Electronic,ObjectId(56d7f90753a7ddfc01f9019d),Annie,2009,Don't Stop,http://lyrics.wikia.com/Annie:Don%27t_Stop_%282009%29,1605593.0,377,eng
ObjectId(5714debb25ac0d8aee350180),Rock,ObjectId(56d7f93153a7ddfc01f90204),Anouk,1997,Together Alone,http://lyrics.wikia.com/Anouk:Together_Alone_%281997%29,304340.0,5807,eng
ObjectId(5714debb25ac0d8aee350184),Rock,ObjectId(56d7f93153a7ddfc01f90204),Anouk,2004,Update,http://lyrics.wikia.com/Anouk:Update_%282004%29,321705.0,1699,eng
ObjectId(5714debb25ac0d8aee350185),Rock,ObjectId(56d7f93153a7ddfc01f90204),Anouk,2004,Hotel New York,http://lyrics.wikia.com/Anouk:Hotel_New_York_%282004%29,302323.0,3345,eng
ObjectId(5714debb25ac0d8aee350186),Rock,ObjectId(56d7f93153a7ddfc01f90204),Anouk,2007,Who's Your Momma,http://lyrics.wikia.com/Anouk:Who%27s_Your_Momma_%282007%29,321736.0,2744,eng
ObjectId(5714debb25ac0d8aee350187),Rock,ObjectId(56d7f93153a7ddfc01f90204),Anouk,2009,For Bitter Or Worse,http://lyrics.wikia.com/Anouk:For_Bitter_Or_Worse_%282009%29,393506.0,4182,eng
ObjectId(5714debb25ac0d8aee350188),Rock,ObjectId(56d7f93153a7ddfc01f90204),Anouk,2011,To Get Her Together,http://lyrics.wikia.com/Anouk:To_Get_Her_Together_%282011%29,1027294.0,418,eng
ObjectId(5714debb25ac0d8aee350189),Pop,ObjectId(56d7f93153a7ddfc01f90204),Anouk,2013,Sad Singalong Songs,http://lyrics.wikia.com/Anouk:Sad_Singalong_Songs_%282013%29,6575661.0,6176,eng
ObjectId(5714debb25ac0d8aee35020a),Soul,ObjectId(56d7f96653a7ddfc01f90246),Anthony Hamilton,1996,XTC,http://lyrics.wikia.com/Anthony_Hamilton:XTC_%281996%29,257656.0,6508,eng
ObjectId(5714debb25ac0d8aee35020b),Neo Soul,ObjectId(56d7f96653a7ddfc01f90246),Anthony Hamilton,2003,Comin' From Where I'm From,http://lyrics.wikia.com/Anthony_Hamilton:Comin%27_From_Where_I%27m_From_%282003%29,77426.0,4096,eng
ObjectId(5714debb25ac0d8aee35020c),Neo Soul,ObjectId(56d7f96653a7ddfc01f90246),Anthony Hamilton,2005,Ain't Nobody Worryin',http://lyrics.wikia.com/Anthony_Hamilton:Ain%27t_Nobody_Worryin%27_%282005%29,1423823.0,2240,eng
ObjectId(5714debb25ac0d8aee35020d),Neo Soul,ObjectId(56d7f96653a7ddfc01f90246),Anthony Hamilton,2005,Soulife,http://lyrics.wikia.com/Anthony_Hamilton:Soulife_%282005%29,360824.0,5095,eng
ObjectId(5714debb25ac0d8aee35020e),Neo Soul,ObjectId(56d7f96653a7ddfc01f90246),Anthony Hamilton,2007,Southern Comfort,http://lyrics.wikia.com/Anthony_Hamilton:Southern_Comfort_%282007%29,4062541.0,15,eng
ObjectId(5714debb25ac0d8aee35022c),Progressive Rock,ObjectId(56d7f97253a7ddfc01f90254),Anthony Phillips,1977,The Geese & The Ghost,http://lyrics.wikia.com/Anthony_Phillips:The_Geese_%26_The_Ghost_%281977%29,471937.0,550,eng
ObjectId(5714debb25ac0d8aee35022e),Acoustic,ObjectId(56d7f97253a7ddfc01f90254),Anthony Phillips,1978,Private Parts & Pieces,http://lyrics.wikia.com/Anthony_Phillips:Private_Parts_%26_Pieces_%281978%29,11652928.0,62,eng
ObjectId(5714debb25ac0d8aee350231),Progressive Rock,ObjectId(56d7f97253a7ddfc01f90254),Anthony Phillips,1981,1984,http://lyrics.wikia.com/Anthony_Phillips:1984_%281981%29,9842096.0,141,eng
ObjectId(5714debb25ac0d8aee35046f),Hip Hop,ObjectId(56d7f9f153a7ddfc01f90326),Apathy,2006,Eastern Philosophy,http://lyrics.wikia.com/Apathy:Eastern_Philosophy_%282006%29,192523.0,272,eng
ObjectId(5714debb25ac0d8aee350b85),Christmas,ObjectId(56d7fbab53a7ddfc01f905ce),Ashanti,2003,Ashanti's Christmas,http://lyrics.wikia.com/Ashanti:Ashanti%27s_Christmas_%282003%29,120600.0,402,eng
ObjectId(5714debb25ac0d8aee350d03),Hip Hop,ObjectId(56d7fc0b53a7ddfc01f9065a),Aste,2008,AD/HD,http://lyrics.wikia.com/Aste:AD%2FHD_%282008%29,7552348.0,24,fin
ObjectId(5714debb25ac0d8aee350d04),Hip Hop,ObjectId(56d7fc0b53a7ddfc01f9065a),Aste,2009,Surullisiilauluja,http://lyrics.wikia.com/Aste:Surullisiilauluja_%282009%29,1352619.0,61,fin
ObjectId(5714debb25ac0d8aee35127b),Alternative Rock,ObjectId(56d7fd6753a7ddfc01f90868),Aviators,2014,Ghosts In The Code,http://lyrics.wikia.com/Aviators:Ghosts_In_The_Code_%282014%29,8002048.0,32,eng
ObjectId(5714debb25ac0d8aee351281),Electronic Rock,ObjectId(56d7fd6753a7ddfc01f90868),Aviators,2015,From Oceans To Skies,http://lyrics.wikia.com/Aviators:From_Oceans_To_Skies_%282015%29,11161462.0,65,eng
ObjectId(5714debb25ac0d8aee35146c),Pop,ObjectId(56d7fdcb53a7ddfc01f9091e),Aṣa,2007,Aṣa,http://lyrics.wikia.com/A%E1%B9%A3a:A%E1%B9%A3a_%282007%29,566567.0,13615,mul
ObjectId(5714debb25ac0d8aee35146d),Soul,ObjectId(56d7fdcb53a7ddfc01f9091e),Aṣa,2010,Beautiful Imperfection,http://lyrics.wikia.com/A%E1%B9%A3a:Beautiful_Imperfection_%282010%29,9358532.0,2478,mul
ObjectId(5714debb25ac0d8aee3514df),Southern Hip Hop,ObjectId(56d7fe1b53a7ddfc01f90957),B.G.,2000,Checkmate,http://lyrics.wikia.com/B.G.:Checkmate_%282000%29,506266.0,123,eng
ObjectId(5714debb25ac0d8aee3514e0),Southern Hip Hop,ObjectId(56d7fe1b53a7ddfc01f90957),B.G.,2003,Livin' Legend,http://lyrics.wikia.com/B.G.:Livin%27_Legend_%282003%29,6463647.0,581,eng
ObjectId(5714debb25ac0d8aee3514e1),Southern Hip Hop,ObjectId(56d7fe1b53a7ddfc01f90957),B.G.,2004,Life After Cash Money,http://lyrics.wikia.com/B.G.:Life_After_Cash_Money_%282004%29,6463188.0,797,eng
ObjectId(5714debb25ac0d8aee351514),Hip Hop,ObjectId(56d7fe2653a7ddfc01f90960),B.o.B,2010,The Adventures Of Bobby Ray,http://lyrics.wikia.com/B.o.B:The_Adventures_Of_Bobby_Ray_%282010%29,544370.0,19189,eng
ObjectId(5714debb25ac0d8aee351632),Christmas,ObjectId(56d7fe4e53a7ddfc01f909b5),Babyface,1998,Christmas With Babyface,http://lyrics.wikia.com/Babyface:Christmas_With_Babyface_%281998%29,78260.0,509,eng
ObjectId(5714debb25ac0d8aee351a05),Francophone,ObjectId(56d7ff4c53a7ddfc01f90b3c),Barbara,1959,Barbara À L'Écluse,http://lyrics.wikia.com/Barbara:Barbara_%C3%80_L%27%C3%89cluse_%281959%29,322385.0,336,fra
ObjectId(5714debb25ac0d8aee351a0b),Chanson,ObjectId(56d7ff4c53a7ddfc01f90b3c),Barbara,1967,Ma Plus Belle Histoire D'Amour,http://lyrics.wikia.com/Barbara:Ma_Plus_Belle_Histoire_D%27Amour_%281967%29,684907.0,10106,fra
ObjectId(5714debb25ac0d8aee351a17),Chanson,ObjectId(56d7ff4c53a7ddfc01f90b3c),Barbara,1990,Gauguin,http://lyrics.wikia.com/Barbara:Gauguin_%281990%29,229546.0,516,fra
ObjectId(5714debb25ac0d8aee351a18),Chanson,ObjectId(56d7ff4c53a7ddfc01f90b3c),Barbara,1993,Châtelet 93,http://lyrics.wikia.com/Barbara:Ch%C3%A2telet_93_%281993%29,103197.0,10593,fra
ObjectId(5714debb25ac0d8aee351a1a),Chanson,ObjectId(56d7ff4c53a7ddfc01f90b3c),Barbara,1999,Gold Collection,http://lyrics.wikia.com/Barbara:Gold_Collection_%281999%29,72331.0,2118,fra
ObjectId(5714debb25ac0d8aee351d0b),House,ObjectId(56d7ffea53a7ddfc01f90c2b),Bastian,2001,Ready,http://lyrics.wikia.com/Bastian:Ready_%282001%29,44837.0,20,eng
ObjectId(5714debb25ac0d8aee351d0c),House,ObjectId(56d7ffea53a7ddfc01f90c2b),Bastian,2003,It's All Downhill From Here,http://lyrics.wikia.com/Bastian:It%27s_All_Downhill_From_Here_%282003%29,976341.0,11,eng
ObjectId(5714debb25ac0d8aee351d0d),House,ObjectId(56d7ffea53a7ddfc01f90c2b),Bastian,2007,IV,http://lyrics.wikia.com/Bastian:IV_%282007%29,980694.0,10,eng
ObjectId(5714debb25ac0d8aee351efd),Folk,ObjectId(56d8006953a7ddfc01f90cdc),Beau,1969,Beau,http://lyrics.wikia.com/Beau:Beau_%281969%29,5728661.0,5,eng
ObjectId(5714debb25ac0d8aee351f3b),Ska,ObjectId(56d8007553a7ddfc01f90cf5),Bebe,2009,Y.,http://lyrics.wikia.com/Bebe:Y._%282009%29,381845.0,2901,spa
ObjectId(5714debb25ac0d8aee351f3c),Rock,ObjectId(56d8007553a7ddfc01f90cf5),Bebe,2012,Un Pokito De Rocanrol,http://lyrics.wikia.com/Bebe:Un_Pokito_De_Rocanrol_%282012%29,1550917.0,1780,spa
ObjectId(5714debb25ac0d8aee351f74),Rock,ObjectId(56d8009e53a7ddfc01f90d09),Beck,1988,Banjo Story,http://lyrics.wikia.com/Beck:Banjo_Story_%281988%29,297820.0,3806,eng
ObjectId(5714debb25ac0d8aee351f7a),Anti-Folk,ObjectId(56d8009e53a7ddfc01f90d09),Beck,1993,Golden Feelings,http://lyrics.wikia.com/Beck:Golden_Feelings_%281993%29,102795.0,8599,eng
ObjectId(5714debb25ac0d8aee351f7b),Country,ObjectId(56d8009e53a7ddfc01f90d09),Beck,1994,Stereopathetic Soul Manure,http://lyrics.wikia.com/Beck:Stereopathetic_Soul_Manure_%281994%29,297820.0,3806,eng
ObjectId(5714debb25ac0d8aee351f7d),Alternative Rock,ObjectId(56d8009e53a7ddfc01f90d09),Beck,1994,Mellow Gold,http://lyrics.wikia.com/Beck:Mellow_Gold_%281994%29,123710.0,11315,eng
ObjectId(5714debb25ac0d8aee351f7f),Rock,ObjectId(56d8009e53a7ddfc01f90d09),Beck,1994,One Foot In The Grave,http://lyrics.wikia.com/Beck:One_Foot_In_The_Grave_%281994%29,297820.0,3806,eng
ObjectId(5714debb25ac0d8aee351f80),Alternative Rock,ObjectId(56d8009e53a7ddfc01f90d09),Beck,1996,Odelay,http://lyrics.wikia.com/Beck:Odelay_%281996%29,102795.0,8599,eng
ObjectId(5714debb25ac0d8aee351f83),Folk Rock,ObjectId(56d8009e53a7ddfc01f90d09),Beck,1998,Mutations,http://lyrics.wikia.com/Beck:Mutations_%281998%29,103282.0,6112,eng
ObjectId(5714debb25ac0d8aee351f85),Funk,ObjectId(56d8009e53a7ddfc01f90d09),Beck,1999,Midnite Vultures,http://lyrics.wikia.com/Beck:Midnite_Vultures_%281999%29,10665576.0,1667,eng
ObjectId(5714debb25ac0d8aee351f8c),Alternative Rock,ObjectId(56d8009e53a7ddfc01f90d09),Beck,2002,Sea Change,http://lyrics.wikia.com/Beck:Sea_Change_%282002%29,103257.0,10576,eng
ObjectId(5714debb25ac0d8aee351f8f),Alternative Rock,ObjectId(56d8009e53a7ddfc01f90d09),Beck,2005,Guero,http://lyrics.wikia.com/Beck:Guero_%282005%29,229317.0,6265,eng
ObjectId(5714debb25ac0d8aee351f91),Alternative Rock,ObjectId(56d8009e53a7ddfc01f90d09),Beck,2008,Modern Guilt,http://lyrics.wikia.com/Beck:Modern_Guilt_%282008%29,105103.0,6411,eng
ObjectId(5714debb25ac0d8aee35214a),Latin Pop,ObjectId(56d8010153a7ddfc01f90da8),Belinda,2010,Carpe Diem,http://lyrics.wikia.com/Belinda:Carpe_Diem_%282010%29,647303.0,420,spa
ObjectId(5714debb25ac0d8aee352218),Alternative Rock,ObjectId(56d8014553a7ddfc01f90ded),Ben Harper,1994,Welcome To The Cruel World,http://lyrics.wikia.com/Ben_Harper:Welcome_To_The_Cruel_World_%281994%29,302055.0,17107,eng
ObjectId(5714debb25ac0d8aee35221e),Blues Rock,ObjectId(56d8014553a7ddfc01f90ded),Ben Harper,2003,Diamonds On The Inside,http://lyrics.wikia.com/Ben_Harper:Diamonds_On_The_Inside_%282003%29,299373.0,27704,eng
ObjectId(5714debb25ac0d8aee35221f),Gospel,ObjectId(56d8014553a7ddfc01f90ded),Ben Harper,2004,There Will Be A Light,http://lyrics.wikia.com/Ben_Harper:There_Will_Be_A_Light_%282004%29,299517.0,5916,eng
ObjectId(5714debb25ac0d8aee352220),Gospel,ObjectId(56d8014553a7ddfc01f90ded),Ben Harper,2005,Live At The Apollo,http://lyrics.wikia.com/Ben_Harper:Live_At_The_Apollo_%282005%29,302302.0,4146,eng
ObjectId(5714debb25ac0d8aee352221),Blues Rock,ObjectId(56d8014553a7ddfc01f90ded),Ben Harper,2006,Both Sides Of The Gun,http://lyrics.wikia.com/Ben_Harper:Both_Sides_Of_The_Gun_%282006%29,304647.0,18791,eng
ObjectId(5714debb25ac0d8aee352224),Alternative Rock,ObjectId(56d8014553a7ddfc01f90ded),Ben Harper,2011,Give Till It's Gone,http://lyrics.wikia.com/Ben_Harper:Give_Till_It%27s_Gone_%282011%29,1027277.0,15811,eng
ObjectId(5714debb25ac0d8aee352232),Indie Folk,ObjectId(56d8014853a7ddfc01f90df3),Ben Howard,2012,The Burgh Island E.P.,http://lyrics.wikia.com/Ben_Howard:The_Burgh_Island_E.P._%282012%29,6081783.0,5581,eng
ObjectId(5714debb25ac0d8aee35224b),Rock,ObjectId(56d8014e53a7ddfc01f90dfc),Ben Lee,1995,Grandpaw Would,http://lyrics.wikia.com/Ben_Lee:Grandpaw_Would_%281995%29,257507.0,37,eng
ObjectId(5714debb25ac0d8aee35224c),Rock,ObjectId(56d8014e53a7ddfc01f90dfc),Ben Lee,1995,Away With The Pixies,http://lyrics.wikia.com/Ben_Lee:Away_With_The_Pixies_%281995%29,257507.0,37,eng
ObjectId(5714debb25ac0d8aee35224d),Rock,ObjectId(56d8014e53a7ddfc01f90dfc),Ben Lee,1997,Something To Remember Me By,http://lyrics.wikia.com/Ben_Lee:Something_To_Remember_Me_By_%281997%29,257508.0,23,eng
ObjectId(5714debb25ac0d8aee35224e),Rock,ObjectId(56d8014e53a7ddfc01f90dfc),Ben Lee,1998,Breathing Tornados,http://lyrics.wikia.com/Ben_Lee:Breathing_Tornados_%281998%29,701725.0,24,eng
ObjectId(5714debb25ac0d8aee35224f),Rock,ObjectId(56d8014e53a7ddfc01f90dfc),Ben Lee,1998,Consult Your Electric Minions,http://lyrics.wikia.com/Ben_Lee:Consult_Your_Electric_Minions_%281998%29,257507.0,37,eng
ObjectId(5714debb25ac0d8aee352250),Folk Rock,ObjectId(56d8014e53a7ddfc01f90dfc),Ben Lee,2002,Hey You. Yes You.,http://lyrics.wikia.com/Ben_Lee:Hey_You._Yes_You._%282002%29,229989.0,102,eng
ObjectId(5714debb25ac0d8aee352253),Pop,ObjectId(56d8014e53a7ddfc01f90dfc),Ben Lee,2007,Ripe,http://lyrics.wikia.com/Ben_Lee:Ripe_%282007%29,11382520.0,15,eng
ObjectId(5714debb25ac0d8aee352254),Pop,ObjectId(56d8014e53a7ddfc01f90dfc),Ben Lee,2009,The Rebirth Of Venus,http://lyrics.wikia.com/Ben_Lee:The_Rebirth_Of_Venus_%282009%29,11401950.0,28,eng
ObjectId(5714debb25ac0d8aee352255),Art Rock,ObjectId(56d8014e53a7ddfc01f90dfc),Ben Lee,2011,Deeper Into Dream,http://lyrics.wikia.com/Ben_Lee:Deeper_Into_Dream_%282011%29,14385466.0,2,eng
ObjectId(5714debb25ac0d8aee352320),Reggae,ObjectId(56d8017853a7ddfc01f90e55),Benjie,2003,So Gesehen,http://lyrics.wikia.com/Benjie:So_Gesehen_%282003%29,6150697.0,1496,deu
ObjectId(5714debb25ac0d8aee352321),Reggae,ObjectId(56d8017853a7ddfc01f90e55),Benjie,2005,Unterwegs,http://lyrics.wikia.com/Benjie:Unterwegs_%282005%29,5171641.0,343,deu
ObjectId(5714debb25ac0d8aee3524f4),Latin Pop,ObjectId(56d801f053a7ddfc01f90f14),Beth,2003,Otra Realidad,http://lyrics.wikia.com/Beth:Otra_Realidad_%282003%29,104700.0,169,spa
ObjectId(5714debb25ac0d8aee352839),East Coast Hip Hop,ObjectId(56d802ce53a7ddfc01f91042),Big L,1995,Lifestylez Ov Da Poor And Dangerous,http://lyrics.wikia.com/Big_L:Lifestylez_Ov_Da_Poor_And_Dangerous_%281995%29,111638.0,7444,eng
ObjectId(5714debb25ac0d8aee352966),Country,ObjectId(56d8031853a7ddfc01f910c4),Bill Anderson,1963,Still,http://lyrics.wikia.com/Bill_Anderson:Still_%281963%29,6741531.0,15,eng
ObjectId(5714debb25ac0d8aee352972),Christmas,ObjectId(56d8031853a7ddfc01f910c4),Bill Anderson,1969,Christmas,http://lyrics.wikia.com/Bill_Anderson:Christmas_%281969%29,14632550.0,6,eng
ObjectId(5714debb25ac0d8aee35298d),Country,ObjectId(56d8031853a7ddfc01f910c4),Bill Anderson,1991,Best Of Bill Anderson,http://lyrics.wikia.com/Bill_Anderson:Best_Of_Bill_Anderson_%281991%29,9290708.0,14,eng
ObjectId(5714debb25ac0d8aee352995),Country,ObjectId(56d8031853a7ddfc01f910c4),Bill Anderson,1998,Fine Wine,http://lyrics.wikia.com/Bill_Anderson:Fine_Wine_%281998%29,294819.0,6,eng
ObjectId(5714debb25ac0d8aee352996),Country,ObjectId(56d8031853a7ddfc01f910c4),Bill Anderson,2000,20 Greatest Hits,http://lyrics.wikia.com/Bill_Anderson:20_Greatest_Hits_%282000%29,294819.0,6,eng
ObjectId(5714debb25ac0d8aee352998),Country,ObjectId(56d8031853a7ddfc01f910c4),Bill Anderson,2001,A Lot Of Things Different,http://lyrics.wikia.com/Bill_Anderson:A_Lot_Of_Things_Different_%282001%29,12978634.0,3,eng
ObjectId(5714debb25ac0d8aee3529d2),Country,ObjectId(56d8033153a7ddfc01f910e0),Bill Miller,1995,Raven In The Snow,http://lyrics.wikia.com/Bill_Miller:Raven_In_The_Snow_%281995%29,612249.0,22,eng
ObjectId(5714debb25ac0d8aee3529d5),Singer-Songwriter,ObjectId(56d8033153a7ddfc01f910e0),Bill Miller,2009,Spirit Wind North,http://lyrics.wikia.com/Bill_Miller:Spirit_Wind_North_%282009%29,322914.0,26,eng
ObjectId(5714debb25ac0d8aee352a4d),Pop Rock,ObjectId(56d8035f53a7ddfc01f91101),Billie Davis,2005,Tell Him - The Decca Years,http://lyrics.wikia.com/Billie_Davis:Tell_Him_-_The_Decca_Years_%282005%29,241087.0,25,eng
ObjectId(5714debb25ac0d8aee352a85),Art Rock,ObjectId(56d8037953a7ddfc01f9110e),Bill Nelson,1982,The Love That Whirls (Diary Of A Thinking Heart),http://lyrics.wikia.com/Bill_Nelson:The_Love_That_Whirls_%28Diary_Of_A_Thinking_Heart%29_%281982%29,125723.0,76,eng
ObjectId(5714debb25ac0d8aee352a87),Electronic,ObjectId(56d8037953a7ddfc01f9110e),Bill Nelson,1983,Chimera,http://lyrics.wikia.com/Bill_Nelson:Chimera_%281983%29,160917.0,68,eng
ObjectId(5714debb25ac0d8aee352a9d),Rock,ObjectId(56d8037953a7ddfc01f9110e),Bill Nelson,2000,Whistling While The World Turns,http://lyrics.wikia.com/Bill_Nelson:Whistling_While_The_World_Turns_%282000%29,9549882.0,55,eng
ObjectId(5714debb25ac0d8aee352aa0),Rock,ObjectId(56d8037953a7ddfc01f9110e),Bill Nelson,2002,Noise Candy,http://lyrics.wikia.com/Bill_Nelson:Noise_Candy_%282002%29,9549882.0,55,eng
ObjectId(5714debb25ac0d8aee352ab2),Jazz,ObjectId(56d8037953a7ddfc01f9110e),Bill Nelson,2009,Here Comes Mr Mercury,http://lyrics.wikia.com/Bill_Nelson:Here_Comes_Mr_Mercury_%282009%29,15484788.0,3,eng
ObjectId(5714debb25ac0d8aee352e33),Pop Rock,ObjectId(56d8044953a7ddfc01f91211),Black,1993,Are We Having Fun Yet?,http://lyrics.wikia.com/Black:Are_We_Having_Fun_Yet%3F_%281993%29,7365318.0,48,eng
ObjectId(5714debb25ac0d8aee3531dd),Power Pop,ObjectId(56d8052953a7ddfc01f91371),Bleu,2009,A Watched Pot,http://lyrics.wikia.com/Bleu:A_Watched_Pot_%282009%29,325218.0,752,eng
ObjectId(5714debb25ac0d8aee353335),Soul,ObjectId(56d8056e53a7ddfc01f913df),Blood Orange,2011,Blood Orange,http://lyrics.wikia.com/Blood_Orange:Blood_Orange_%282011%29,3561391.0,271,eng
ObjectId(5714debb25ac0d8aee35363d),Contemporary Christian,ObjectId(56d8063953a7ddfc01f914e1),Bob Carlisle,1993,Bob Carlisle,http://lyrics.wikia.com/Bob_Carlisle:Bob_Carlisle_%281993%29,323251.0,18,eng
ObjectId(5714debb25ac0d8aee35363e),Contemporary Christian,ObjectId(56d8063953a7ddfc01f914e1),Bob Carlisle,1994,The Hope Of A Man,http://lyrics.wikia.com/Bob_Carlisle:The_Hope_Of_A_Man_%281994%29,323250.0,16,eng
ObjectId(5714debb25ac0d8aee35363f),Contemporary Christian,ObjectId(56d8063953a7ddfc01f914e1),Bob Carlisle,1997,Butterfly Kisses (Shades Of Grace),http://lyrics.wikia.com/Bob_Carlisle:Butterfly_Kisses_%28Shades_Of_Grace%29_%281997%29,555382.0,796,eng
ObjectId(5714debb25ac0d8aee3536e8),Comedy,ObjectId(56d8066653a7ddfc01f9151e),Bob Rivers,1993,I Am Santa Claus,http://lyrics.wikia.com/Bob_Rivers:I_Am_Santa_Claus_%281993%29,596244.0,51,eng
ObjectId(5714debb25ac0d8aee353783),New Jack Swing,ObjectId(56d8067b53a7ddfc01f91541),Bobby Brown,1992,Bobby,http://lyrics.wikia.com/Bobby_Brown:Bobby_%281992%29,117383.0,2380,eng
